#    L    TT             EE             TE             PP             TP          
  9608    0.19012E-02    0.12025E-05    0.82204E-05    0.84820E+04    0.74289E-01
  9609    0.19005E-02    0.12035E-05    0.81725E-05    0.84805E+04    0.74264E-01
  9610    0.18997E-02    0.12044E-05    0.81247E-05    0.84790E+04    0.74240E-01
  9611    0.18990E-02    0.12054E-05    0.80770E-05    0.84775E+04    0.74215E-01
  9612    0.18982E-02    0.12064E-05    0.80294E-05    0.84760E+04    0.74191E-01
  9613    0.18975E-02    0.12073E-05    0.79819E-05    0.84745E+04    0.74166E-01
  9614    0.18967E-02    0.12083E-05    0.79344E-05    0.84730E+04    0.74142E-01
  9615    0.18960E-02    0.12093E-05    0.78870E-05    0.84715E+04    0.74118E-01
  9616    0.18952E-02    0.12102E-05    0.78397E-05    0.84700E+04    0.74093E-01
  9617    0.18945E-02    0.12112E-05    0.77925E-05    0.84685E+04    0.74069E-01
  9618    0.18937E-02    0.12121E-05    0.77454E-05    0.84670E+04    0.74044E-01
  9619    0.18930E-02    0.12131E-05    0.76983E-05    0.84655E+04    0.74020E-01
  9620    0.18922E-02    0.12140E-05    0.76514E-05    0.84640E+04    0.73996E-01
  9621    0.18915E-02    0.12150E-05    0.76045E-05    0.84625E+04    0.73971E-01
  9622    0.18907E-02    0.12159E-05    0.75577E-05    0.84610E+04    0.73947E-01
  9623    0.18900E-02    0.12169E-05    0.75110E-05    0.84595E+04    0.73922E-01
  9624    0.18892E-02    0.12178E-05    0.74643E-05    0.84580E+04    0.73898E-01
  9625    0.18885E-02    0.12187E-05    0.74178E-05    0.84565E+04    0.73874E-01
  9626    0.18878E-02    0.12197E-05    0.73713E-05    0.84550E+04    0.73849E-01
  9627    0.18870E-02    0.12206E-05    0.73249E-05    0.84535E+04    0.73825E-01
  9628    0.18863E-02    0.12215E-05    0.72786E-05    0.84521E+04    0.73801E-01
  9629    0.18855E-02    0.12225E-05    0.72324E-05    0.84506E+04    0.73776E-01
  9630    0.18848E-02    0.12234E-05    0.71862E-05    0.84491E+04    0.73752E-01
  9631    0.18840E-02    0.12243E-05    0.71401E-05    0.84476E+04    0.73728E-01
  9632    0.18833E-02    0.12252E-05    0.70942E-05    0.84461E+04    0.73704E-01
  9633    0.18825E-02    0.12261E-05    0.70483E-05    0.84446E+04    0.73679E-01
  9634    0.18818E-02    0.12270E-05    0.70024E-05    0.84431E+04    0.73655E-01
  9635    0.18810E-02    0.12279E-05    0.69567E-05    0.84416E+04    0.73631E-01
  9636    0.18803E-02    0.12289E-05    0.69110E-05    0.84401E+04    0.73607E-01
  9637    0.18796E-02    0.12298E-05    0.68655E-05    0.84386E+04    0.73582E-01
  9638    0.18788E-02    0.12307E-05    0.68200E-05    0.84372E+04    0.73558E-01
  9639    0.18781E-02    0.12316E-05    0.67745E-05    0.84357E+04    0.73534E-01
  9640    0.18773E-02    0.12324E-05    0.67292E-05    0.84342E+04    0.73510E-01
  9641    0.18766E-02    0.12333E-05    0.66839E-05    0.84327E+04    0.73486E-01
  9642    0.18758E-02    0.12342E-05    0.66388E-05    0.84312E+04    0.73461E-01
  9643    0.18751E-02    0.12351E-05    0.65937E-05    0.84297E+04    0.73437E-01
  9644    0.18744E-02    0.12360E-05    0.65487E-05    0.84282E+04    0.73413E-01
  9645    0.18736E-02    0.12369E-05    0.65037E-05    0.84268E+04    0.73389E-01
  9646    0.18729E-02    0.12378E-05    0.64589E-05    0.84253E+04    0.73365E-01
  9647    0.18721E-02    0.12386E-05    0.64141E-05    0.84238E+04    0.73341E-01
  9648    0.18714E-02    0.12395E-05    0.63694E-05    0.84223E+04    0.73317E-01
  9649    0.18706E-02    0.12404E-05    0.63248E-05    0.84208E+04    0.73293E-01
  9650    0.18699E-02    0.12413E-05    0.62803E-05    0.84193E+04    0.73268E-01
  9651    0.18692E-02    0.12421E-05    0.62358E-05    0.84179E+04    0.73244E-01
  9652    0.18684E-02    0.12430E-05    0.61915E-05    0.84164E+04    0.73220E-01
  9653    0.18677E-02    0.12438E-05    0.61472E-05    0.84149E+04    0.73196E-01
  9654    0.18669E-02    0.12447E-05    0.61030E-05    0.84134E+04    0.73172E-01
  9655    0.18662E-02    0.12456E-05    0.60589E-05    0.84119E+04    0.73148E-01
  9656    0.18655E-02    0.12464E-05    0.60148E-05    0.84104E+04    0.73124E-01
  9657    0.18647E-02    0.12473E-05    0.59708E-05    0.84090E+04    0.73100E-01
  9658    0.18640E-02    0.12481E-05    0.59270E-05    0.84075E+04    0.73076E-01
  9659    0.18632E-02    0.12490E-05    0.58831E-05    0.84060E+04    0.73052E-01
  9660    0.18625E-02    0.12498E-05    0.58394E-05    0.84045E+04    0.73028E-01
  9661    0.18618E-02    0.12506E-05    0.57958E-05    0.84030E+04    0.73004E-01
  9662    0.18610E-02    0.12515E-05    0.57522E-05    0.84016E+04    0.72980E-01
  9663    0.18603E-02    0.12523E-05    0.57087E-05    0.84001E+04    0.72956E-01
  9664    0.18595E-02    0.12531E-05    0.56653E-05    0.83986E+04    0.72932E-01
  9665    0.18588E-02    0.12540E-05    0.56220E-05    0.83971E+04    0.72908E-01
  9666    0.18581E-02    0.12548E-05    0.55787E-05    0.83957E+04    0.72884E-01
  9667    0.18573E-02    0.12556E-05    0.55356E-05    0.83942E+04    0.72860E-01
  9668    0.18566E-02    0.12564E-05    0.54925E-05    0.83927E+04    0.72836E-01
  9669    0.18559E-02    0.12573E-05    0.54495E-05    0.83912E+04    0.72812E-01
  9670    0.18551E-02    0.12581E-05    0.54066E-05    0.83897E+04    0.72788E-01
  9671    0.18544E-02    0.12589E-05    0.53637E-05    0.83883E+04    0.72765E-01
  9672    0.18536E-02    0.12597E-05    0.53209E-05    0.83868E+04    0.72741E-01
  9673    0.18529E-02    0.12605E-05    0.52782E-05    0.83853E+04    0.72717E-01
  9674    0.18522E-02    0.12613E-05    0.52356E-05    0.83838E+04    0.72693E-01
  9675    0.18514E-02    0.12621E-05    0.51931E-05    0.83824E+04    0.72669E-01
  9676    0.18507E-02    0.12629E-05    0.51506E-05    0.83809E+04    0.72645E-01
  9677    0.18500E-02    0.12637E-05    0.51083E-05    0.83794E+04    0.72621E-01
  9678    0.18492E-02    0.12645E-05    0.50660E-05    0.83780E+04    0.72597E-01
  9679    0.18485E-02    0.12653E-05    0.50238E-05    0.83765E+04    0.72574E-01
  9680    0.18478E-02    0.12661E-05    0.49816E-05    0.83750E+04    0.72550E-01
  9681    0.18470E-02    0.12669E-05    0.49396E-05    0.83735E+04    0.72526E-01
  9682    0.18463E-02    0.12677E-05    0.48976E-05    0.83721E+04    0.72502E-01
  9683    0.18456E-02    0.12685E-05    0.48557E-05    0.83706E+04    0.72478E-01
  9684    0.18448E-02    0.12692E-05    0.48139E-05    0.83691E+04    0.72455E-01
  9685    0.18441E-02    0.12700E-05    0.47721E-05    0.83677E+04    0.72431E-01
  9686    0.18434E-02    0.12708E-05    0.47305E-05    0.83662E+04    0.72407E-01
  9687    0.18426E-02    0.12716E-05    0.46889E-05    0.83647E+04    0.72383E-01
  9688    0.18419E-02    0.12723E-05    0.46474E-05    0.83632E+04    0.72360E-01
  9689    0.18412E-02    0.12731E-05    0.46059E-05    0.83618E+04    0.72336E-01
  9690    0.18404E-02    0.12739E-05    0.45646E-05    0.83603E+04    0.72312E-01
  9691    0.18397E-02    0.12746E-05    0.45233E-05    0.83588E+04    0.72288E-01
  9692    0.18390E-02    0.12754E-05    0.44821E-05    0.83574E+04    0.72265E-01
  9693    0.18382E-02    0.12762E-05    0.44410E-05    0.83559E+04    0.72241E-01
  9694    0.18375E-02    0.12769E-05    0.44000E-05    0.83544E+04    0.72217E-01
  9695    0.18368E-02    0.12777E-05    0.43590E-05    0.83530E+04    0.72194E-01
  9696    0.18360E-02    0.12784E-05    0.43181E-05    0.83515E+04    0.72170E-01
  9697    0.18353E-02    0.12792E-05    0.42773E-05    0.83500E+04    0.72146E-01
  9698    0.18346E-02    0.12799E-05    0.42366E-05    0.83486E+04    0.72123E-01
  9699    0.18338E-02    0.12806E-05    0.41960E-05    0.83471E+04    0.72099E-01
  9700    0.18331E-02    0.12814E-05    0.41554E-05    0.83456E+04    0.72075E-01
  9701    0.18324E-02    0.12821E-05    0.41149E-05    0.83442E+04    0.72052E-01
  9702    0.18317E-02    0.12829E-05    0.40745E-05    0.83427E+04    0.72028E-01
  9703    0.18309E-02    0.12836E-05    0.40342E-05    0.83413E+04    0.72005E-01
  9704    0.18302E-02    0.12843E-05    0.39939E-05    0.83398E+04    0.71981E-01
  9705    0.18295E-02    0.12850E-05    0.39537E-05    0.83383E+04    0.71957E-01
  9706    0.18287E-02    0.12858E-05    0.39136E-05    0.83369E+04    0.71934E-01
  9707    0.18280E-02    0.12865E-05    0.38736E-05    0.83354E+04    0.71910E-01
  9708    0.18273E-02    0.12872E-05    0.38337E-05    0.83339E+04    0.71887E-01
  9709    0.18266E-02    0.12879E-05    0.37938E-05    0.83325E+04    0.71863E-01
  9710    0.18258E-02    0.12886E-05    0.37540E-05    0.83310E+04    0.71840E-01
  9711    0.18251E-02    0.12893E-05    0.37143E-05    0.83296E+04    0.71816E-01
  9712    0.18244E-02    0.12901E-05    0.36746E-05    0.83281E+04    0.71793E-01
  9713    0.18236E-02    0.12908E-05    0.36351E-05    0.83266E+04    0.71769E-01
  9714    0.18229E-02    0.12915E-05    0.35956E-05    0.83252E+04    0.71746E-01
  9715    0.18222E-02    0.12922E-05    0.35562E-05    0.83237E+04    0.71722E-01
  9716    0.18215E-02    0.12929E-05    0.35169E-05    0.83223E+04    0.71699E-01
  9717    0.18207E-02    0.12936E-05    0.34776E-05    0.83208E+04    0.71675E-01
  9718    0.18200E-02    0.12943E-05    0.34384E-05    0.83194E+04    0.71652E-01
  9719    0.18193E-02    0.12949E-05    0.33993E-05    0.83179E+04    0.71628E-01
  9720    0.18186E-02    0.12956E-05    0.33603E-05    0.83164E+04    0.71605E-01
  9721    0.18178E-02    0.12963E-05    0.33214E-05    0.83150E+04    0.71581E-01
  9722    0.18171E-02    0.12970E-05    0.32825E-05    0.83135E+04    0.71558E-01
  9723    0.18164E-02    0.12977E-05    0.32437E-05    0.83121E+04    0.71535E-01
  9724    0.18157E-02    0.12984E-05    0.32050E-05    0.83106E+04    0.71511E-01
  9725    0.18149E-02    0.12990E-05    0.31664E-05    0.83092E+04    0.71488E-01
  9726    0.18142E-02    0.12997E-05    0.31278E-05    0.83077E+04    0.71464E-01
  9727    0.18135E-02    0.13004E-05    0.30893E-05    0.83062E+04    0.71441E-01
  9728    0.18128E-02    0.13011E-05    0.30509E-05    0.83048E+04    0.71418E-01
  9729    0.18120E-02    0.13017E-05    0.30126E-05    0.83033E+04    0.71394E-01
  9730    0.18113E-02    0.13024E-05    0.29743E-05    0.83019E+04    0.71371E-01
  9731    0.18106E-02    0.13031E-05    0.29362E-05    0.83004E+04    0.71348E-01
  9732    0.18099E-02    0.13037E-05    0.28981E-05    0.82990E+04    0.71324E-01
  9733    0.18091E-02    0.13044E-05    0.28600E-05    0.82975E+04    0.71301E-01
  9734    0.18084E-02    0.13050E-05    0.28221E-05    0.82961E+04    0.71278E-01
  9735    0.18077E-02    0.13057E-05    0.27842E-05    0.82946E+04    0.71254E-01
  9736    0.18070E-02    0.13063E-05    0.27464E-05    0.82932E+04    0.71231E-01
  9737    0.18063E-02    0.13070E-05    0.27087E-05    0.82917E+04    0.71208E-01
  9738    0.18055E-02    0.13076E-05    0.26711E-05    0.82903E+04    0.71184E-01
  9739    0.18048E-02    0.13083E-05    0.26335E-05    0.82888E+04    0.71161E-01
  9740    0.18041E-02    0.13089E-05    0.25960E-05    0.82874E+04    0.71138E-01
  9741    0.18034E-02    0.13095E-05    0.25586E-05    0.82859E+04    0.71115E-01
  9742    0.18027E-02    0.13102E-05    0.25212E-05    0.82845E+04    0.71091E-01
  9743    0.18019E-02    0.13108E-05    0.24840E-05    0.82830E+04    0.71068E-01
  9744    0.18012E-02    0.13114E-05    0.24468E-05    0.82816E+04    0.71045E-01
  9745    0.18005E-02    0.13121E-05    0.24097E-05    0.82801E+04    0.71022E-01
  9746    0.17998E-02    0.13127E-05    0.23726E-05    0.82787E+04    0.70999E-01
  9747    0.17990E-02    0.13133E-05    0.23357E-05    0.82772E+04    0.70975E-01
  9748    0.17983E-02    0.13139E-05    0.22988E-05    0.82758E+04    0.70952E-01
  9749    0.17976E-02    0.13145E-05    0.22620E-05    0.82744E+04    0.70929E-01
  9750    0.17969E-02    0.13151E-05    0.22252E-05    0.82729E+04    0.70906E-01
  9751    0.17962E-02    0.13158E-05    0.21886E-05    0.82715E+04    0.70883E-01
  9752    0.17955E-02    0.13164E-05    0.21520E-05    0.82700E+04    0.70860E-01
  9753    0.17947E-02    0.13170E-05    0.21155E-05    0.82686E+04    0.70836E-01
  9754    0.17940E-02    0.13176E-05    0.20791E-05    0.82671E+04    0.70813E-01
  9755    0.17933E-02    0.13182E-05    0.20427E-05    0.82657E+04    0.70790E-01
  9756    0.17926E-02    0.13188E-05    0.20064E-05    0.82642E+04    0.70767E-01
  9757    0.17919E-02    0.13194E-05    0.19702E-05    0.82628E+04    0.70744E-01
  9758    0.17911E-02    0.13200E-05    0.19341E-05    0.82614E+04    0.70721E-01
  9759    0.17904E-02    0.13206E-05    0.18980E-05    0.82599E+04    0.70698E-01
  9760    0.17897E-02    0.13212E-05    0.18620E-05    0.82585E+04    0.70675E-01
  9761    0.17890E-02    0.13217E-05    0.18261E-05    0.82570E+04    0.70652E-01
  9762    0.17883E-02    0.13223E-05    0.17903E-05    0.82556E+04    0.70629E-01
  9763    0.17876E-02    0.13229E-05    0.17545E-05    0.82541E+04    0.70605E-01
  9764    0.17868E-02    0.13235E-05    0.17188E-05    0.82527E+04    0.70582E-01
  9765    0.17861E-02    0.13241E-05    0.16832E-05    0.82513E+04    0.70559E-01
  9766    0.17854E-02    0.13247E-05    0.16477E-05    0.82498E+04    0.70536E-01
  9767    0.17847E-02    0.13252E-05    0.16122E-05    0.82484E+04    0.70513E-01
  9768    0.17840E-02    0.13258E-05    0.15768E-05    0.82469E+04    0.70490E-01
  9769    0.17833E-02    0.13264E-05    0.15415E-05    0.82455E+04    0.70467E-01
  9770    0.17826E-02    0.13269E-05    0.15063E-05    0.82441E+04    0.70444E-01
  9771    0.17818E-02    0.13275E-05    0.14711E-05    0.82426E+04    0.70421E-01
  9772    0.17811E-02    0.13281E-05    0.14360E-05    0.82412E+04    0.70398E-01
  9773    0.17804E-02    0.13286E-05    0.14010E-05    0.82398E+04    0.70375E-01
  9774    0.17797E-02    0.13292E-05    0.13661E-05    0.82383E+04    0.70353E-01
  9775    0.17790E-02    0.13297E-05    0.13312E-05    0.82369E+04    0.70330E-01
  9776    0.17783E-02    0.13303E-05    0.12964E-05    0.82354E+04    0.70307E-01
  9777    0.17776E-02    0.13308E-05    0.12617E-05    0.82340E+04    0.70284E-01
  9778    0.17768E-02    0.13314E-05    0.12270E-05    0.82326E+04    0.70261E-01
  9779    0.17761E-02    0.13319E-05    0.11925E-05    0.82311E+04    0.70238E-01
  9780    0.17754E-02    0.13325E-05    0.11580E-05    0.82297E+04    0.70215E-01
  9781    0.17747E-02    0.13330E-05    0.11235E-05    0.82283E+04    0.70192E-01
  9782    0.17740E-02    0.13335E-05    0.10892E-05    0.82268E+04    0.70169E-01
  9783    0.17733E-02    0.13341E-05    0.10549E-05    0.82254E+04    0.70146E-01
  9784    0.17726E-02    0.13346E-05    0.10207E-05    0.82240E+04    0.70124E-01
  9785    0.17719E-02    0.13351E-05    0.98658E-06    0.82225E+04    0.70101E-01
  9786    0.17712E-02    0.13357E-05    0.95253E-06    0.82211E+04    0.70078E-01
  9787    0.17704E-02    0.13362E-05    0.91854E-06    0.82197E+04    0.70055E-01
  9788    0.17697E-02    0.13367E-05    0.88463E-06    0.82182E+04    0.70032E-01
  9789    0.17690E-02    0.13372E-05    0.85080E-06    0.82168E+04    0.70009E-01
  9790    0.17683E-02    0.13377E-05    0.81704E-06    0.82154E+04    0.69987E-01
  9791    0.17676E-02    0.13383E-05    0.78335E-06    0.82140E+04    0.69964E-01
  9792    0.17669E-02    0.13388E-05    0.74973E-06    0.82125E+04    0.69941E-01
  9793    0.17662E-02    0.13393E-05    0.71619E-06    0.82111E+04    0.69918E-01
  9794    0.17655E-02    0.13398E-05    0.68272E-06    0.82097E+04    0.69895E-01
  9795    0.17648E-02    0.13403E-05    0.64932E-06    0.82082E+04    0.69873E-01
  9796    0.17641E-02    0.13408E-05    0.61600E-06    0.82068E+04    0.69850E-01
  9797    0.17633E-02    0.13413E-05    0.58275E-06    0.82054E+04    0.69827E-01
  9798    0.17626E-02    0.13418E-05    0.54957E-06    0.82039E+04    0.69805E-01
  9799    0.17619E-02    0.13423E-05    0.51647E-06    0.82025E+04    0.69782E-01
  9800    0.17612E-02    0.13428E-05    0.48343E-06    0.82011E+04    0.69759E-01
  9801    0.17605E-02    0.13433E-05    0.45047E-06    0.81997E+04    0.69736E-01
  9802    0.17598E-02    0.13438E-05    0.41759E-06    0.81982E+04    0.69714E-01
  9803    0.17591E-02    0.13443E-05    0.38477E-06    0.81968E+04    0.69691E-01
  9804    0.17584E-02    0.13447E-05    0.35203E-06    0.81954E+04    0.69668E-01
  9805    0.17577E-02    0.13452E-05    0.31937E-06    0.81940E+04    0.69646E-01
  9806    0.17570E-02    0.13457E-05    0.28677E-06    0.81925E+04    0.69623E-01
  9807    0.17563E-02    0.13462E-05    0.25425E-06    0.81911E+04    0.69600E-01
  9808    0.17556E-02    0.13467E-05    0.22179E-06    0.81897E+04    0.69578E-01
  9809    0.17549E-02    0.13471E-05    0.18942E-06    0.81883E+04    0.69555E-01
  9810    0.17541E-02    0.13476E-05    0.15711E-06    0.81868E+04    0.69532E-01
  9811    0.17534E-02    0.13481E-05    0.12488E-06    0.81854E+04    0.69510E-01
  9812    0.17527E-02    0.13485E-05    0.92713E-07    0.81840E+04    0.69487E-01
  9813    0.17520E-02    0.13490E-05    0.60623E-07    0.81826E+04    0.69465E-01
  9814    0.17513E-02    0.13495E-05    0.28606E-07    0.81811E+04    0.69442E-01
  9815    0.17506E-02    0.13499E-05   -0.33401E-08    0.81797E+04    0.69419E-01
  9816    0.17499E-02    0.13504E-05   -0.35214E-07    0.81783E+04    0.69397E-01
  9817    0.17492E-02    0.13508E-05   -0.67015E-07    0.81769E+04    0.69374E-01
  9818    0.17485E-02    0.13513E-05   -0.98745E-07    0.81755E+04    0.69352E-01
  9819    0.17478E-02    0.13517E-05   -0.13040E-06    0.81740E+04    0.69329E-01
  9820    0.17471E-02    0.13522E-05   -0.16199E-06    0.81726E+04    0.69307E-01
  9821    0.17464E-02    0.13526E-05   -0.19350E-06    0.81712E+04    0.69284E-01
  9822    0.17457E-02    0.13531E-05   -0.22495E-06    0.81698E+04    0.69262E-01
  9823    0.17450E-02    0.13535E-05   -0.25632E-06    0.81684E+04    0.69239E-01
  9824    0.17443E-02    0.13539E-05   -0.28762E-06    0.81669E+04    0.69217E-01
  9825    0.17436E-02    0.13544E-05   -0.31884E-06    0.81655E+04    0.69194E-01
  9826    0.17429E-02    0.13548E-05   -0.35000E-06    0.81641E+04    0.69172E-01
  9827    0.17422E-02    0.13552E-05   -0.38109E-06    0.81627E+04    0.69149E-01
  9828    0.17415E-02    0.13557E-05   -0.41210E-06    0.81613E+04    0.69127E-01
  9829    0.17408E-02    0.13561E-05   -0.44304E-06    0.81599E+04    0.69104E-01
  9830    0.17401E-02    0.13565E-05   -0.47391E-06    0.81584E+04    0.69082E-01
  9831    0.17394E-02    0.13569E-05   -0.50471E-06    0.81570E+04    0.69059E-01
  9832    0.17387E-02    0.13574E-05   -0.53544E-06    0.81556E+04    0.69037E-01
  9833    0.17380E-02    0.13578E-05   -0.56610E-06    0.81542E+04    0.69015E-01
  9834    0.17373E-02    0.13582E-05   -0.59668E-06    0.81528E+04    0.68992E-01
  9835    0.17366E-02    0.13586E-05   -0.62720E-06    0.81514E+04    0.68970E-01
  9836    0.17359E-02    0.13590E-05   -0.65764E-06    0.81500E+04    0.68947E-01
  9837    0.17352E-02    0.13594E-05   -0.68802E-06    0.81485E+04    0.68925E-01
  9838    0.17345E-02    0.13598E-05   -0.71832E-06    0.81471E+04    0.68903E-01
  9839    0.17338E-02    0.13602E-05   -0.74855E-06    0.81457E+04    0.68880E-01
